"respid","rlh","prop.corr","ind.coef_1","ind.coef_2","ind.coef_3","ind.coef_4","ind.coef_5","ind.coef_6","ind.coef_7","ind.coef_8","ind.coef_9","ind.coef_10","ind.coef_11","ind.coef_12","ind.coef_13","ind.coef_14","ind.coef_15","ind.coef_16","ind.coef_17","ind.coef_18","ind.coef_19","ind.coef_20","ind.coef_21","ind.coef_22","ind.coef_23","ind.coef_24","ind.coef_25","cls.memb","cls.memb.prob_1","cls.memb.prob_2","cls.memb.prob_3","version","pick_1","pick_2","pick_3","pick_4","pick_5","pick_6","pick_7","pick_8","pick_9","pick_10"
"16","0.35852904141468783","0.5","0","-5.6153490385183167","0","2.3196390903096478","2.5780627399587788","2.9590505035020689","2.5929462417980997","0","0.06445442853267061","0","0.14944235165176831","0","-0.2519508203020559","0","-0.41764084310427646","0","0.095774514671159675","0","-0.21363073187514944","0","-0.12431552560072794","0","0.25505780580583509","0","-0.060641059680413362","1","0.99448205568264714","0.0055179390229366763","5.2944169799912056E-09","15","3","2","2","3","3","1","3","2","1","2"
"17","0.28842126003965002","0.5","0","3.5144645602610467","0","3.3146027680484433","4.2187038268253856","4.0696256019205181","3.5229210136063558","0","-0.49125030687488253","0","-0.23002971740531283","0","-0.24025561333716777","0","-0.55397651726175456","0","-0.20527633563935349","0","-0.22311131576445067","0","-0.27385290448740496","0","-0.91664380087094155","0","-0.2845496210308549","2","0.0038664510348359279","0.99136907986710432","0.0047644690980580733","15","3","4","2","3","4","2","4","3","3","4"
"18","0.48629328449949738","0.80000000000000004","0","-6.0423712041691324","0","2.2205697710808421","2.4998588726299471","-0.28730777030734372","-2.8862607816886818","0","-0.64878830334574844","0","-0.030535474321242321","0","-0.11398865307202","0","-0.29808900519679993","0","-0.3190117367623882","0","-0.23546549360737534","0","-0.29767584134798186","0","0.03532811806430692","0","-0.076762780370378411","1","0.99746753927775744","1.4693055803832172E-07","0.0025323137916854347","3","2","1","2","2","1","2","2","2","2","1"
"19","0.77918367126180765","1","0","-6.5757823032325886","0","2.7750840984463583","-0.24317909911838667","-2.2100679562234631","-3.9357267433118652","0","-0.27791860834487153","0","-0.19409758961218382","0","-0.20711852726203359","0","-0.38482383029604644","0","-0.19716380831590502","0","-0.23313191705201208","0","-0.17860863134366636","0","-0.26059461763164199","0","-0.061811851873439433","3","0.045984198844650721","4.2250796055589058E-10","0.95401580073284165","11","2","1","1","2","2","1","1","1","2","1"
"20","0.43026785192510258","0.59999999999999998","0","-5.4733037070481148","0","2.3787936123685869","3.6727007600561592","4.0357803482266981","2.5287042830242457","0","-0.17080140558685528","0","0.12562746296758304","0","-0.30078693030755238","0","0.16024628255806944","0","0.063781136014898224","0","-0.2269765631602759","0","0.0052662103300459085","0","-0.60624113827623594","0","0.031573701526438215","1","0.99550379242360121","0.0044962069588672044","6.175321989052365E-10","15","3","2","2","3","2","2","2","2","3","2"
"21","0.70332552286069028","1","0","-6.4345780798112457","0","2.421417252695734","3.830073948149308","0.58082072700813892","-2.1237721782537076","0","-0.2945226679880204","0","-0.16389030068478486","0","-0.22272873960915079","0","-0.0099858782526400496","0","-0.21598387132780608","0","-0.22191564975027109","0","-0.24063418585980195","0","0.29433372744200026","0","-0.093746102942097523","1","0.99995492282588172","1.5856639836659614E-08","4.5061317478306049E-05","8","2","1","3","2","2","1","2","1","2","2"
"22","0.40762040624328921","0.59999999999999998","0","-5.526250310151938","0","2.8826531690036288","2.0696939584172682","0.76416992409519535","-1.3153093933545266","0","-0.35156220934934262","0","-0.22974128436443339","0","-0.23789001255595582","0","-0.051619787323719322","0","-0.18413030527799734","0","-0.22289066770321928","0","-0.35852614876760103","0","-0.23671129824101267","0","-0.21027618197544762","1","0.99687408519632037","2.0602960538948335E-06","0.0031238545076249448","8","2","2","2","2","1","2","1","1","2","1"
"23","0.34937573321341125","0.59999999999999998","0","-7.1768815839783908","0","0.71058594564500233","1.0156501080479787","0.65250331143600615","-1.3248481374029211","0","0.10920971244771874","0","-0.058962314854293534","0","-0.31118641815410458","0","-0.00019635486159648652","0","-0.32731748382485093","0","-0.21927049712720934","0","-0.20207691151580925","0","-0.032668369911792977","0","-0.36976356774871982","1","0.99994658161404215","3.3049103582339003E-05","2.0369282376118664E-05","5","2","1","2","2","1","2","1","2","2","3"
"24","0.51744833068589302","0.80000000000000004","0","-3.6524973356502031","0","2.9985591156522173","3.6015865847062809","4.6808275673352231","5.5873801180305289","0","-0.43993370483934086","0","0.053429238691174163","0","-0.24819023352032712","0","-0.090188497684532423","0","-0.18601732765119214","0","-0.20566203000434069","0","-0.16621058982618625","0","-0.5054928442563682","0","-0.29839828357808035","2","0.013182251408485165","0.98681774859044769","1.0667802577565313E-12","18","3","3","2","3","3","3","3","3","2","3"
"25","0.36255986364557019","0.69999999999999996","0","-5.0515315347601426","0","2.7363416236264779","1.8302023577390474","1.5344665832822528","2.5365305437471628","0","-0.38896366637319701","0","-0.3858489092158327","0","-0.19338955987623618","0","-0.18080210304664657","0","-0.12515177966613572","0","-0.23522435529930866","0","0.056977985730916836","0","-0.20213926127228904","0","-0.085838925928447718","1","0.99762670338294379","0.0023574425881450535","1.5854028910339869E-05","17","2","3","1","3","1","2","3","1","3","2"
"26","0.77321516170225468","0.90000000000000002","0","-3.3111143252617405","0","2.8628847823303616","3.370400808833582","5.5285071030395763","7.4770933225168559","0","-0.15287653137661519","0","-0.12736881601664027","0","-0.29013510805786574","0","-0.13432583856965363","0","-0.21560002125468797","0","-0.21313432312397418","0","-0.12462188440148521","0","-0.37005910314018986","0","-0.45091524063960681","2","0.00028678139089360238","0.99971321860909823","8.4631555893271167E-15","20","3","3","2","3","3","3","3","3","3","3"
"27","0.67638612142067811","0.90000000000000002","0","-4.8048416380973631","0","3.3242167711280555","4.04486149453788","1.0433071848365483","-1.6577409576618256","0","-0.59627140531197753","0","-0.39755336183108481","0","-0.29743019574716745","0","0.029312195509677078","0","-0.24270803978553396","0","-0.22609057017481854","0","-0.31046209212301329","0","-0.37284977921832274","0","-0.14367072558927291","1","0.99965534073966977","5.10949955985645E-06","0.00033954976076955306","18","1","1","2","2","2","2","2","2","2","2"
"28","0.59910217627823581","0.90000000000000002","0","-3.3068207097840525","0","2.6003950858477758","5.2094436657673366","5.8485268273134459","4.2438948072528166","0","-0.26546541969881499","0","-0.26428942791976412","0","-0.15322900327782715","0","0.12337204638611352","0","-0.036370995081552664","0","-0.2242414274132965","0","-0.21997147135019168","0","-0.57332345405378915","0","-0.32337460770891263","2","0.40999879696848257","0.59000120301153081","1.9986979107582016E-11","8","2","2","3","3","3","2","3","2","3","2"
"29","0.6302004643273218","1","0","-0.10277076039789328","0","0.5134055667046834","-1.8629798009108192","-3.6387045197015415","-5.2167841963948414","0","-0.30613191044421229","0","-0.85745818377196514","0","-0.28013416315884804","0","-0.6285982479424268","0","-0.48134169334144994","0","-0.23519968218218737","0","-0.29183118028384508","0","-0.65441163320138029","0","-0.40877097024260495","3","1.1260665916411653E-12","4.6603136922455615E-12","0.99999999999421441","4","4","4","4","4","4","1","1","4","4","1"
"30","0.42389093681363144","0.69999999999999996","0","1.2904344349253831","0","3.8828809544785581","4.7166304940647183","4.1717732202625886","4.5315595212912303","0","-0.83779947341416905","0","-0.80604922904655174","0","-0.23421851308073946","0","-0.1907341398952685","0","-0.28567409872461558","0","-0.22356763260893936","0","-0.2914548136540871","0","-0.72296087671495401","0","-0.65835250114424748","2","0.0065005468064103207","0.99349944515607802","8.0375109843309908E-09","14","3","3","2","3","2","3","4","2","3","2"
"31","0.80895055806954219","1","0","-7.5779910999525821","0","1.4031364384362635","-1.4641553590224459","-4.1517575610608564","-6.4175700032289811","0","-0.37724415210111728","0","-0.58384967318755132","0","-0.18726655537188069","0","-0.29509219768931427","0","-0.29742850901725393","0","-0.23212364898109741","0","-0.21912134044975148","0","-0.36295453410832385","0","-0.20007278346025986","3","0.0048697343451420648","7.3656155771216162E-13","0.99513026565412166","7","1","1","1","1","1","1","1","1","1","1"
"32","0.45152019635410295","0.90000000000000002","0","-4.0016561687642067","0","3.01242961640743","4.7677290456319064","4.6115008040162717","3.5657937079964821","0","-0.60796965723620378","0","-0.10107652426867315","0","-0.30028917268969246","0","0.31061674555858609","0","-0.20631953422659347","0","-0.23355304844404637","0","-0.34193579108365185","0","-0.19088787861168488","0","-0.46770270600440422","1","0.7425352764976898","0.25746472137200704","2.1303034611179661E-09","3","2","1","3","2","3","3","3","3","2","2"
"33","0.48953324732166159","0.69999999999999996","0","-3.2225620337526868","0","2.8889010269191324","5.5172958482537382","5.7570020207424495","5.5412447931146769","0","-0.4780282577540077","0","-0.12461257194303289","0","-0.19748442194662785","0","0.037675738088300985","0","0.057489894726320469","0","-0.21588611331783475","0","-0.28988017355019424","0","-0.093255233655898398","0","-0.34807062273709649","2","0.47966047317956378","0.52033952679291307","2.7523509540379415E-11","14","3","2","3","3","3","2","3","2","3","3"
"34","0.49007648644630508","0.90000000000000002","0","-4.758048177081899","0","2.4275212050720421","4.1254969676192319","4.3561493039637291","1.9440655121903216","0","-0.23430405808288582","0","-0.096008451688697802","0","-0.11423723807438868","0","0.12836814954152356","0","-0.18877644368732582","0","-0.23767891222772317","0","-0.089686646030527145","0","-0.34308804781872293","0","-0.15044326035948755","1","0.93590536092314414","0.064094637000614546","2.0762418176893451E-09","18","2","3","3","2","2","3","2","3","3","2"
"35","0.54889181094082584","0.80000000000000004","0","-4.0832025474576357","0","2.5234656376242595","3.8503429379929153","5.2462866801538039","6.690415854101186","0","0.0084255562058689459","0","-0.062079258733554764","0","-0.27245724605122135","0","-0.25213042430777544","0","0.065640355781995952","0","-0.22415727922778156","0","0.014133369259672653","0","-0.18225710644138687","0","-0.2517325031407982","2","0.084474125714644799","0.91552587426332988","2.2025036590712879E-11","12","3","3","3","3","3","3","3","2","2","3"
"36","0.53765764436462848","0.69999999999999996","0","-3.7298404239676475","0","2.7333677456916985","3.8047881501874392","4.7163543531665351","4.6770225803658514","0","-0.11903140761455686","0","0.046698659473439104","0","-0.25716991572882175","0","-0.5251809896256765","0","-0.18462469423114591","0","-0.22402388931624842","0","-0.16035022405231728","0","0.078533926151233849","0","-0.41062225968669269","2","0.024884201614723475","0.97511579838510809","1.6805001233424334E-13","11","2","3","2","3","3","2","3","3","3","3"
"37","0.72948358668874091","0.90000000000000002","0","-2.8876102753827069","0","2.7153561059407796","4.9737349509632223","7.0897187660362899","7.8005263036799004","0","-0.20253373540597827","0","-0.053502752214910722","0","-0.22341156837558601","0","0.023754224220762288","0","-0.085341235442308719","0","-0.22529457576310635","0","-0.1560087939996089","0","-0.42058344426612743","0","-0.4138676155275598","2","0.00079171078918321492","0.99920828921081173","5.3581644075497454E-15","2","3","3","3","3","3","2","3","3","3","3"
"38","0.52165801182918758","0.80000000000000004","0","-5.2401894587430409","0","2.2485866564941528","4.951730667030767","5.3018760995691556","3.7061442817117158","0","-0.11526962111124281","0","0.44686133900720837","0","-0.28981601048531813","0","-0.0066426676636218629","0","0.1635151202961953","0","-0.20574681865864203","0","-0.17774760227794401","0","-0.29445550815396587","0","0.06805952819771327","1","0.99703728624715127","0.0029627136991022106","5.3747016998860939E-11","15","3","2","2","3","3","2","2","2","2","2"
"39","0.44451753433025898","0.69999999999999996","0","-4.6406841674002584","0","1.9185124081773204","2.323025581754329","3.5854015584510193","3.7327298199814987","0","-0.19572907622784333","0","0.18035954009415306","0","-0.071592521392037534","0","-0.34568392839531781","0","-0.15888981228707702","0","-0.20949664650132871","0","-0.31044621591556137","0","-0.57584592104636934","0","-0.38692567691681251","2","0.064767905606719384","0.93523209435168564","4.1594231730858172E-11","5","3","2","3","3","3","2","1","3","2","3"
"40","0.42396519076546496","0.69999999999999996","0","-4.8968399095589588","0","1.6718972883949115","2.8776992435803308","3.0695387611421752","3.1263459947192742","0","-0.15821284914105715","0","-0.60675899539016143","0","-0.24703463648122662","0","0.27257273823996869","0","-0.29908395984107011","0","-0.24156499060100173","0","-0.063982616076779658","0","-0.32480697353459342","0","-0.26505263001043666","1","0.83152362253018164","0.16847637637106541","1.0987527836115964E-09","19","2","3","2","3","2","1","3","3","3","3"
"41","0.43717352274196175","0.69999999999999996","0","-5.2668250137946924","0","1.4047053244521488","2.6090676784492954","3.1695143844771878","1.1712097668091737","0","-0.04115637721556361","0","-0.095981125834179018","0","-0.22361875035555026","0","-0.21543023611082443","0","-0.1030343369692337","0","-0.21826361379579162","0","-0.014566774713563165","0","-0.67134310696105659","0","-0.040319413734324801","1","0.99535928809720176","0.004640706553190657","5.3496072565425963E-09","10","3","2","3","2","3","2","1","2","3","2"
"42","0.41049397205418281","0.59999999999999998","0","-7.1610223137804914","0","1.4585745461980482","0.34477847080278312","-0.81987657007721126","-2.5526575084630672","0","-0.081362544297424691","0","-0.47597740954465434","0","-0.084730847289162775","0","0.11608429449966469","0","-0.42300932536414237","0","-0.25301172502082975","0","-0.076582126282912041","0","-0.033080676555830787","0","-0.37091987167083096","1","0.97252286649862196","1.5440834002027545E-08","0.027477118060544529","2","1","1","1","2","1","2","1","2","2","1"
"43","0.77347848559976728","1","0","-8.1897985833272138","0","0.56738461228367931","-2.515005624341601","-4.6581113664392637","-6.5596011747013208","0","-0.15678064181379864","0","-0.50431105455842251","0","-0.24186187588903837","0","-0.17184854703415769","0","-0.392670653979312","0","-0.21266353275622663","0","-0.11040425009091159","0","-0.4624512025783144","0","-0.16806753531422433","3","0.0015157335814305359","1.9678794496117512E-13","0.99848426641837307","12","1","1","1","1","1","1","1","1","1","1"
"44","0.35902036318200969","0.69999999999999996","0","-4.7046574806460706","0","2.6739672997747643","3.5501952901061533","3.7853813854545759","2.1133485489291219","0","-0.31131016373867121","0","-0.029177490709625057","0","-0.33950315651473906","0","-0.042408077745102052","0","-0.10882680085021723","0","-0.19769131492895634","0","-0.1095821663879757","0","-0.26246921712563726","0","-0.27525214869157988","1","0.98217438151531844","0.017825591962477978","2.6522203415699527E-08","3","3","2","3","2","3","1","3","3","2","1"
"45","0.88804728634993235","1","0","-2.3983854523217869","0","2.726474028428389","4.5970175441213037","7.1601387798888618","8.4169193427377742","0","-0.17836269510237182","0","0.0036148718389610894","0","-0.1659084565659377","0","-0.15722382367969043","0","-0.029080822515102984","0","-0.22009439356909669","0","-0.14405829678465679","0","-0.48665040554062999","0","-0.40275327038318498","2","0.00032840290486752015","0.9996715970951322","2.662462202094107E-16","18","3","3","3","3","3","3","3","3","3","3"
"46","0.43875234766123411","0.59999999999999998","0","-3.4448580524614925","0","3.2333501241687022","4.3839472344816643","3.4521519231440538","3.4970187876777881","0","-0.55288048067943352","0","-0.40311715102530721","0","-0.023950209277748911","0","-0.083378849496968874","0","-0.2867125847212158","0","-0.23476581422178006","0","-0.19246296539630833","0","-0.51805327306997895","0","-0.39034098661539895","1","0.93190298256329451","0.068096979921760836","3.7514945395846489E-08","20","3","2","3","2","2","2","2","3","3","2"
"47","0.43825207632799118","0.69999999999999996","0","-4.5304904197070304","0","3.1017469354816569","3.7094636954613658","2.5467981059684335","0.14367909090274023","0","-0.52585822973282126","0","-0.14921709254453669","0","-0.23017712111581828","0","-0.20412810699508149","0","-0.13134508329581945","0","-0.20227053223113811","0","-0.053005968041731466","0","-0.45461454219271819","0","-0.28732957918022017","1","0.99994788438155024","5.0304867742452842E-05","1.8107507065772993E-06","2","2","1","2","2","2","1","2","2","3","2"
"48","0.47865904527079034","0.80000000000000004","0","-3.8555096112571383","0","3.2940399745648463","3.5436998952793002","3.7324827530144802","2.3654938870154125","0","-0.42587725320674297","0","0.013562190323464889","0","-0.27188656462324634","0","-0.25782320080372162","0","-0.20696178614993538","0","-0.19101983593778973","0","-0.077791236180028617","0","-0.93793053742432808","0","-0.2526002261734166","1","0.72546489727446306","0.27453508963294954","1.3092587274932898E-08","16","3","1","3","3","3","3","3","2","1","2"
"49","0.6725265748013215","0.90000000000000002","0","-6.0185524995269839","0","3.0958091819020308","0.58818257075400149","-1.1210886830745193","-3.322931540673812","0","-0.37183018808810153","0","-0.22290409499479741","0","-0.11639129305385627","0","-0.5208639727463078","0","-0.27152031038877816","0","-0.21415897782522403","0","-0.18009282899418338","0","-0.4149795781822686","0","0.071938827877201683","1","0.60959999722108071","6.1126437503733184E-07","0.39039939151454367","14","1","1","1","2","2","1","2","1","1","2"
"50","0.88124182561041742","1","0","-2.5596404397815382","0","2.8797043918225071","4.6646980340127913","6.7108751589107545","8.530818036415706","0","-0.19501207098175091","0","-0.12910872416653102","0","-0.20459127392581886","0","-0.16892637841787461","0","-0.10917382872366621","0","-0.22593201190973428","0","-0.12719529340178462","0","-0.38260516276303458","0","-0.50859965297720378","2","5.3339930125511956E-05","0.99994666006987432","2.7888176487861495E-16","7","3","3","3","3","3","3","3","3","3","3"
"51","0.7249386970010453","0.90000000000000002","0","-3.6807316198549742","0","2.3397400917728017","4.5780299132932889","6.8506202042674191","6.7183159523728548","0","0.10203091312133923","0","0.18642275461569063","0","-0.19518454248859052","0","-0.097586320011713232","0","0.0014827099099586696","0","-0.21354278628715018","0","-0.12539503574563809","0","-0.61358318376752907","0","-0.28262434865531333","2","0.0017587714598758051","0.99824122854011843","5.632323047713012E-15","7","3","2","3","2","3","3","3","3","3","3"
"52","0.35506750816140886","0.69999999999999996","0","-4.891707186235057","0","2.7075355427170877","2.9569101296549314","2.8267792354376473","1.3876919792814952","0","-0.081915161207967227","0","-0.17577662566682967","0","-0.14048635802410009","0","-0.19136806268320658","0","-0.043855091022674132","0","-0.19999337256933347","0","-0.07424254728439951","0","-0.70013171782668682","0","0.025779840810093217","1","0.99932368231477764","0.00067628764326770345","3.0041954586078465E-08","15","2","3","2","3","2","3","2","1","1","2"
"53","0.65680602127682508","1","0","-5.3282159064457346","0","2.8893622132580243","3.321510507427802","0.044905328638848607","-2.8557217826402344","0","-0.83332398718721523","0","-0.26079837137577777","0","-0.10563160149869311","0","-0.19141810332252893","0","-0.27082081099053984","0","-0.22626723492353204","0","-0.27590404839019961","0","-0.24812895837017521","0","-0.26648013417634003","1","0.99888538665999116","2.0726291836266252E-08","0.0011145926137178961","10","2","2","2","1","2","1","2","1","2","2"
"54","0.41298383093299967","0.80000000000000004","0","-3.9196394736482802","0","3.2795826931803478","2.6268650222131504","2.1526228836652694","2.6713845798254634","0","-0.40439063874351155","0","-0.81235239573959794","0","-0.22473593714292284","0","-0.10780831037023308","0","-0.15256638689852145","0","-0.22835490024310623","0","-0.10145412877055342","0","-0.43516358239559499","0","-0.35886166894052812","1","0.97989523273779278","0.020100279988707427","4.4872734993830756E-06","4","2","2","3","1","3","2","2","3","1","3"
"55","0.76940019223821288","1","0","-8.0974958659922347","0","0.28944777343797701","-2.7458920873091643","-4.6921446278751171","-6.4295288546283738","0","0.036208434016817795","0","-0.52451564483958291","0","-0.14088644751719062","0","-0.49280124197754327","0","-0.39830628873524926","0","-0.22062340726496582","0","-0.0875402575842954","0","-0.32469238764153463","0","-0.087263787343928409","3","0.0017897125829664635","1.7492940969340555E-14","0.9982102874170159","11","1","1","1","1","1","1","1","1","1","1"
"56","0.2687611496140993","0.40000000000000002","0","-1.6709296351282548","0","2.3050222276746681","0.99943494918594677","0.52702880653349493","-1.4847599914180096","0","-0.067541662453242696","0","-0.14177285155804656","0","-0.24030441355172336","0","-0.67951461450388129","0","-0.19002384516713286","0","-0.19826185665274706","0","-0.1020551125965965","0","-0.58093834703557767","0","-0.15001822391720471","1","0.98774625760636692","2.0295649075215526E-05","0.012233446744558963","2","2","1","3","2","1","4","2","1","3","2"
"57","0.42748312235114311","0.69999999999999996","0","-5.5029069738040537","0","1.7285303466710422","2.7103598587320055","1.1049659577999342","1.5710562293385268","0","0.00026226384126926697","0","-0.47481781349648866","0","-0.33699872541745213","0","-0.32874814002172315","0","-0.37458646783187977","0","-0.21585569654898834","0","-0.18368145788969945","0","0.25275202243026879","0","-0.20568390250494123","1","0.99990761482702795","8.8390988107593982E-05","3.9941848638925089E-06","18","1","2","1","2","3","2","3","1","2","2"
